hsaID,geneID,Gene,Pathway
hsa04148,815,CAMK2A,Efferocytosis
hsa04148,7879,RAB7A,Efferocytosis
hsa04148,64601,VPS16,Efferocytosis
hsa04148,948,CD36,Efferocytosis
hsa04148,10461,MERTK,Efferocytosis
hsa04148,4776,NFATC4,Efferocytosis
hsa04148,26762,HAVCR1,Efferocytosis
hsa04148,383,ARG1,Efferocytosis
hsa04148,816,CAMK2B,Efferocytosis
hsa04148,1524,CX3CR1,Efferocytosis
hsa04148,4772,NFATC1,Efferocytosis
hsa04150,81029,WNT5B,mTOR signaling pathway
hsa04150,7855,FZD5,mTOR signaling pathway
hsa04150,7472,WNT2,mTOR signaling pathway
hsa04150,7481,WNT11,mTOR signaling pathway
hsa04150,3630,INS,mTOR signaling pathway
hsa04150,6194,RPS6,mTOR signaling pathway
hsa04150,3480,IGF1R,mTOR signaling pathway
hsa04150,7479,WNT8B,mTOR signaling pathway
hsa04150,3479,IGF1,mTOR signaling pathway
hsa04150,9681,DEPDC5,mTOR signaling pathway
hsa04150,7476,WNT7A,mTOR signaling pathway
hsa04150,8326,FZD9,mTOR signaling pathway
hsa04150,7473,WNT3,mTOR signaling pathway
hsa04150,387,RHOA,mTOR signaling pathway
hsa04150,1975,EIF4B,mTOR signaling pathway
hsa04150,7480,WNT10B,mTOR signaling pathway
hsa04150,7474,WNT5A,mTOR signaling pathway
hsa04150,3667,IRS1,mTOR signaling pathway
hsa04150,7471,WNT1,mTOR signaling pathway
hsa04150,8324,FZD7,mTOR signaling pathway
hsa04150,7124,TNF,mTOR signaling pathway
hsa04150,51384,WNT16,mTOR signaling pathway
hsa04150,7475,WNT6,mTOR signaling pathway
hsa04150,7482,WNT2B,mTOR signaling pathway
hsa04151,8517,IKBKG,PI3K-Akt signaling pathway
hsa04151,1311,COMP,PI3K-Akt signaling pathway
hsa04151,2782,GNB1,PI3K-Akt signaling pathway
hsa04151,3574,IL7,PI3K-Akt signaling pathway
hsa04151,3674,ITGA2B,PI3K-Akt signaling pathway
hsa04151,4804,NGFR,PI3K-Akt signaling pathway
hsa04151,5159,PDGFRB,PI3K-Akt signaling pathway
hsa04151,3559,IL2RA,PI3K-Akt signaling pathway
hsa04151,3445,IFNA8,PI3K-Akt signaling pathway
hsa04151,3320,HSP90AA1,PI3K-Akt signaling pathway
hsa04151,2246,FGF1,PI3K-Akt signaling pathway
hsa04151,356,FASLG,PI3K-Akt signaling pathway
hsa04151,3558,IL2,PI3K-Akt signaling pathway
hsa04151,3479,IGF1,PI3K-Akt signaling pathway
hsa04151,3441,IFNA4,PI3K-Akt signaling pathway
hsa04151,7097,TLR2,PI3K-Akt signaling pathway
hsa04151,3570,IL6R,PI3K-Akt signaling pathway
hsa04151,2260,FGFR1,PI3K-Akt signaling pathway
hsa04151,3480,IGF1R,PI3K-Akt signaling pathway
hsa04151,3667,IRS1,PI3K-Akt signaling pathway
hsa04151,5156,PDGFRA,PI3K-Akt signaling pathway
hsa04151,3456,IFNB1,PI3K-Akt signaling pathway
hsa04151,2785,GNG3,PI3K-Akt signaling pathway
hsa04151,5516,PPP2CB,PI3K-Akt signaling pathway
hsa04151,7099,TLR4,PI3K-Akt signaling pathway
hsa04151,2791,GNG11,PI3K-Akt signaling pathway
hsa04151,3566,IL4R,PI3K-Akt signaling pathway
hsa04151,1299,COL9A3,PI3K-Akt signaling pathway
hsa04151,898,CCNE1,PI3K-Akt signaling pathway
hsa04151,51764,GNG13,PI3K-Akt signaling pathway
hsa04151,3672,ITGA1,PI3K-Akt signaling pathway
hsa04151,80310,PDGFD,PI3K-Akt signaling pathway
hsa04151,3439,IFNA1,PI3K-Akt signaling pathway
hsa04151,1017,CDK2,PI3K-Akt signaling pathway
hsa04151,2322,FLT3,PI3K-Akt signaling pathway
hsa04151,1956,EGFR,PI3K-Akt signaling pathway
hsa04151,3562,IL3,PI3K-Akt signaling pathway
hsa04151,2787,GNG5,PI3K-Akt signaling pathway
hsa04151,3630,INS,PI3K-Akt signaling pathway
hsa04151,3690,ITGB3,PI3K-Akt signaling pathway
hsa04151,3563,IL3RA,PI3K-Akt signaling pathway
hsa04151,3451,IFNA17,PI3K-Akt signaling pathway
hsa04151,4803,NGF,PI3K-Akt signaling pathway
hsa04151,1975,EIF4B,PI3K-Akt signaling pathway
hsa04151,1297,COL9A1,PI3K-Akt signaling pathway
hsa04151,3444,IFNA7,PI3K-Akt signaling pathway
hsa04151,2321,FLT1,PI3K-Akt signaling pathway
hsa04151,468,ATF4,PI3K-Akt signaling pathway
hsa04151,5155,PDGFB,PI3K-Akt signaling pathway
hsa04151,3452,IFNA21,PI3K-Akt signaling pathway
hsa04151,7529,YWHAB,PI3K-Akt signaling pathway
hsa04151,3560,IL2RB,PI3K-Akt signaling pathway
hsa04151,9048,ARTN,PI3K-Akt signaling pathway
hsa04151,3449,IFNA16,PI3K-Akt signaling pathway
hsa04151,3680,ITGA9,PI3K-Akt signaling pathway
hsa04151,3446,IFNA10,PI3K-Akt signaling pathway
hsa04151,10971,YWHAQ,PI3K-Akt signaling pathway
hsa04151,3679,ITGA7,PI3K-Akt signaling pathway
hsa04151,7157,TP53,PI3K-Akt signaling pathway
hsa04151,8516,ITGA8,PI3K-Akt signaling pathway
hsa04151,2250,FGF5,PI3K-Akt signaling pathway
hsa04151,7060,THBS4,PI3K-Akt signaling pathway
hsa04151,3326,HSP90AB1,PI3K-Akt signaling pathway
hsa04151,1298,COL9A2,PI3K-Akt signaling pathway
hsa04151,7143,TNR,PI3K-Akt signaling pathway
hsa04151,3440,IFNA2,PI3K-Akt signaling pathway
hsa04151,2788,GNG7,PI3K-Akt signaling pathway
hsa04151,3082,HGF,PI3K-Akt signaling pathway
hsa04151,2998,GYS2,PI3K-Akt signaling pathway
hsa04151,3678,ITGA5,PI3K-Akt signaling pathway
hsa04151,3695,ITGB7,PI3K-Akt signaling pathway
hsa04151,57818,G6PC2,PI3K-Akt signaling pathway
hsa04151,2264,FGFR4,PI3K-Akt signaling pathway
hsa04151,2324,FLT4,PI3K-Akt signaling pathway
hsa04151,2846,LPAR4,PI3K-Akt signaling pathway
hsa04151,3718,JAK3,PI3K-Akt signaling pathway
hsa04151,6194,RPS6,PI3K-Akt signaling pathway
hsa04151,3565,IL4,PI3K-Akt signaling pathway
hsa04151,7058,THBS2,PI3K-Akt signaling pathway
hsa04151,930,CD19,PI3K-Akt signaling pathway
hsa04151,7531,YWHAE,PI3K-Akt signaling pathway
hsa04151,3448,IFNA14,PI3K-Akt signaling pathway
hsa04151,2263,FGFR2,PI3K-Akt signaling pathway
hsa04151,3381,IBSP,PI3K-Akt signaling pathway
hsa04151,63923,TNN,PI3K-Akt signaling pathway
hsa04151,3791,KDR,PI3K-Akt signaling pathway
hsa04151,3443,IFNA6,PI3K-Akt signaling pathway
hsa04151,3442,IFNA5,PI3K-Akt signaling pathway
hsa04151,7534,YWHAZ,PI3K-Akt signaling pathway
hsa04151,2784,GNB3,PI3K-Akt signaling pathway
hsa04151,3569,IL6,PI3K-Akt signaling pathway
hsa04151,5154,PDGFA,PI3K-Akt signaling pathway
hsa04151,8515,ITGA10,PI3K-Akt signaling pathway
hsa04152,3630,INS,AMPK signaling pathway
hsa04152,5213,PFKM,AMPK signaling pathway
hsa04152,57818,G6PC2,AMPK signaling pathway
hsa04152,5207,PFKFB1,AMPK signaling pathway
hsa04152,5210,PFKFB4,AMPK signaling pathway
hsa04152,1938,EEF2,AMPK signaling pathway
hsa04152,2998,GYS2,AMPK signaling pathway
hsa04152,5516,PPP2CB,AMPK signaling pathway
hsa04152,3952,LEP,AMPK signaling pathway
hsa04152,1149,CIDEA,AMPK signaling pathway
hsa04152,3480,IGF1R,AMPK signaling pathway
hsa04152,23417,MLYCD,AMPK signaling pathway
hsa04152,3479,IGF1,AMPK signaling pathway
hsa04152,948,CD36,AMPK signaling pathway
hsa04152,8900,CCNA1,AMPK signaling pathway
hsa04152,10645,CAMKK2,AMPK signaling pathway
hsa04152,3991,LIPE,AMPK signaling pathway
hsa04152,3667,IRS1,AMPK signaling pathway
hsa04152,3172,HNF4A,AMPK signaling pathway
hsa04152,8471,IRS4,AMPK signaling pathway
hsa04152,3953,LEPR,AMPK signaling pathway
hsa04152,8789,FBP2,AMPK signaling pathway
hsa04210,7124,TNF,Apoptosis
hsa04210,84823,LMNB2,Apoptosis
hsa04210,7157,TP53,Apoptosis
hsa04210,3725,JUN,Apoptosis
hsa04210,3708,ITPR1,Apoptosis
hsa04210,7846,TUBA1A,Apoptosis
hsa04210,2353,FOS,Apoptosis
hsa04210,71,ACTG1,Apoptosis
hsa04210,4792,NFKBIA,Apoptosis
hsa04210,1520,CTSS,Apoptosis
hsa04210,8517,IKBKG,Apoptosis
hsa04210,597,BCL2A1,Apoptosis
hsa04210,4803,NGF,Apoptosis
hsa04210,356,FASLG,Apoptosis
hsa04210,3562,IL3,Apoptosis
hsa04210,60,ACTB,Apoptosis
hsa04210,468,ATF4,Apoptosis
hsa04210,9020,MAP3K14,Apoptosis
hsa04210,8739,HRK,Apoptosis
hsa04210,3002,GZMB,Apoptosis
hsa04210,3563,IL3RA,Apoptosis
hsa04210,4616,GADD45B,Apoptosis
hsa04211,10645,CAMKK2,Longevity regulating pathway
hsa04211,3630,INS,Longevity regulating pathway
hsa04211,3480,IGF1R,Longevity regulating pathway
hsa04211,468,ATF4,Longevity regulating pathway
hsa04211,814,CAMK4,Longevity regulating pathway
hsa04211,3667,IRS1,Longevity regulating pathway
hsa04211,9365,KL,Longevity regulating pathway
hsa04211,3479,IGF1,Longevity regulating pathway
hsa04211,8471,IRS4,Longevity regulating pathway
hsa04211,7157,TP53,Longevity regulating pathway
hsa04213,3479,IGF1,Longevity regulating pathway - multiple species
hsa04213,8471,IRS4,Longevity regulating pathway - multiple species
hsa04213,6647,SOD1,Longevity regulating pathway - multiple species
hsa04213,3170,FOXA2,Longevity regulating pathway - multiple species
hsa04213,3305,HSPA1L,Longevity regulating pathway - multiple species
hsa04213,3480,IGF1R,Longevity regulating pathway - multiple species
hsa04213,3630,INS,Longevity regulating pathway - multiple species
hsa04213,3310,HSPA6,Longevity regulating pathway - multiple species
hsa04213,3667,IRS1,Longevity regulating pathway - multiple species
hsa04215,4804,NGFR,Apoptosis - multiple species
hsa04216,5093,PCBP1,Ferroptosis
hsa04216,5094,PCBP2,Ferroptosis
hsa04216,4891,SLC11A2,Ferroptosis
hsa04216,7157,TP53,Ferroptosis
hsa04216,81631,MAP1LC3B,Ferroptosis
hsa04216,2495,FTH1,Ferroptosis
hsa04216,7018,TF,Ferroptosis
hsa04216,2879,GPX4,Ferroptosis
hsa04216,2512,FTL,Ferroptosis
hsa04216,23305,ACSL6,Ferroptosis
hsa04216,2937,GSS,Ferroptosis
hsa04217,293,SLC25A6,Necroptosis
hsa04217,292,SLC25A5,Necroptosis
hsa04217,816,CAMK2B,Necroptosis
hsa04217,3456,IFNB1,Necroptosis
hsa04217,3445,IFNA8,Necroptosis
hsa04217,356,FASLG,Necroptosis
hsa04217,7098,TLR3,Necroptosis
hsa04217,8335,H2AC4,Necroptosis
hsa04217,3552,IL1A,Necroptosis
hsa04217,10379,IRF9,Necroptosis
hsa04217,3448,IFNA14,Necroptosis
hsa04217,3442,IFNA5,Necroptosis
hsa04217,2512,FTL,Necroptosis
hsa04217,3320,HSP90AA1,Necroptosis
hsa04217,3440,IFNA2,Necroptosis
hsa04217,3451,IFNA17,Necroptosis
hsa04217,3441,IFNA4,Necroptosis
hsa04217,3449,IFNA16,Necroptosis
hsa04217,5478,PPIA,Necroptosis
hsa04217,3452,IFNA21,Necroptosis
hsa04217,3444,IFNA7,Necroptosis
hsa04217,7099,TLR4,Necroptosis
hsa04217,2495,FTH1,Necroptosis
hsa04217,8336,H2AC17,Necroptosis
hsa04217,3439,IFNA1,Necroptosis
hsa04217,3718,JAK3,Necroptosis
hsa04217,8331,H2AC14,Necroptosis
hsa04217,815,CAMK2A,Necroptosis
hsa04217,3458,IFNG,Necroptosis
hsa04217,8330,H2AC15,Necroptosis
hsa04217,3446,IFNA10,Necroptosis
hsa04217,3326,HSP90AB1,Necroptosis
hsa04217,7124,TNF,Necroptosis
hsa04217,3443,IFNA6,Necroptosis
hsa04218,1017,CDK2,Cellular senescence
hsa04218,51806,CALML5,Cellular senescence
hsa04218,898,CCNE1,Cellular senescence
hsa04218,3364,HUS1,Cellular senescence
hsa04218,677,ZFP36L1,Cellular senescence
hsa04218,3569,IL6,Cellular senescence
hsa04218,3805,KIR2DL4,Cellular senescence
hsa04218,3135,HLA-G,Cellular senescence
hsa04218,993,CDC25A,Cellular senescence
hsa04218,3552,IL1A,Cellular senescence
hsa04218,5608,MAP2K6,Cellular senescence
hsa04218,1869,E2F1,Cellular senescence
hsa04218,7042,TGFB2,Cellular senescence
hsa04218,983,CDK1,Cellular senescence
hsa04218,7043,TGFB3,Cellular senescence
hsa04218,3486,IGFBP3,Cellular senescence
hsa04218,4772,NFATC1,Cellular senescence
hsa04218,4616,GADD45B,Cellular senescence
hsa04218,6300,MAPK12,Cellular senescence
hsa04218,55957,LIN37,Cellular senescence
hsa04218,1870,E2F2,Cellular senescence
hsa04218,4776,NFATC4,Cellular senescence
hsa04218,10114,HIPK3,Cellular senescence
hsa04218,1871,E2F3,Cellular senescence
hsa04218,7157,TP53,Cellular senescence
hsa04218,891,CCNB1,Cellular senescence
hsa04218,5600,MAPK11,Cellular senescence
hsa04218,3708,ITPR1,Cellular senescence
hsa04218,204851,HIPK1,Cellular senescence
hsa04218,293,SLC25A6,Cellular senescence
hsa04218,5501,PPP1CC,Cellular senescence
hsa04218,8900,CCNA1,Cellular senescence
hsa04218,5500,PPP1CB,Cellular senescence
hsa04218,292,SLC25A5,Cellular senescence
hsa04218,22808,MRAS,Cellular senescence
hsa04218,2305,FOXM1,Cellular senescence
hsa04218,3576,CXCL8,Cellular senescence
hsa04260,4634,MYL3,Cardiac muscle contraction
hsa04260,4633,MYL2,Cardiac muscle contraction
hsa04260,4625,MYH7,Cardiac muscle contraction
hsa04260,27089,UQCRQ,Cardiac muscle contraction
hsa04260,1350,COX7C,Cardiac muscle contraction
hsa04260,23439,ATP1B4,Cardiac muscle contraction
hsa04260,7139,TNNT2,Cardiac muscle contraction
hsa04260,10975,UQCR11,Cardiac muscle contraction
hsa04260,1327,COX4I1,Cardiac muscle contraction
hsa04260,3270,HRC,Cardiac muscle contraction
hsa04260,1339,COX6A2,Cardiac muscle contraction
hsa04260,7137,TNNI3,Cardiac muscle contraction
hsa04260,477,ATP1A2,Cardiac muscle contraction
hsa04260,478,ATP1A3,Cardiac muscle contraction
hsa04260,4624,MYH6,Cardiac muscle contraction
hsa04260,4635,MYL4,Cardiac muscle contraction
hsa04260,845,CASQ2,Cardiac muscle contraction
hsa04260,482,ATP1B2,Cardiac muscle contraction
hsa04260,1346,COX7A1,Cardiac muscle contraction
hsa04261,482,ATP1B2,Adrenergic signaling in cardiomyocytes
hsa04261,2770,GNAI1,Adrenergic signaling in cardiomyocytes
hsa04261,5500,PPP1CB,Adrenergic signaling in cardiomyocytes
hsa04261,23439,ATP1B4,Adrenergic signaling in cardiomyocytes
hsa04261,4633,MYL2,Adrenergic signaling in cardiomyocytes
hsa04261,7137,TNNI3,Adrenergic signaling in cardiomyocytes
hsa04261,6300,MAPK12,Adrenergic signaling in cardiomyocytes
hsa04261,4634,MYL3,Adrenergic signaling in cardiomyocytes
hsa04261,815,CAMK2A,Adrenergic signaling in cardiomyocytes
hsa04261,5516,PPP2CB,Adrenergic signaling in cardiomyocytes
hsa04261,816,CAMK2B,Adrenergic signaling in cardiomyocytes
hsa04261,477,ATP1A2,Adrenergic signaling in cardiomyocytes
hsa04261,2778,GNAS,Adrenergic signaling in cardiomyocytes
hsa04261,4625,MYH7,Adrenergic signaling in cardiomyocytes
hsa04261,468,ATF4,Adrenergic signaling in cardiomyocytes
hsa04261,4635,MYL4,Adrenergic signaling in cardiomyocytes
hsa04261,7139,TNNT2,Adrenergic signaling in cardiomyocytes
hsa04261,478,ATP1A3,Adrenergic signaling in cardiomyocytes
hsa04261,51806,CALML5,Adrenergic signaling in cardiomyocytes
hsa04261,5600,MAPK11,Adrenergic signaling in cardiomyocytes
hsa04261,5501,PPP1CC,Adrenergic signaling in cardiomyocytes
hsa04261,3776,KCNK2,Adrenergic signaling in cardiomyocytes
hsa04261,4624,MYH6,Adrenergic signaling in cardiomyocytes
hsa04270,5500,PPP1CB,Vascular smooth muscle contraction
hsa04270,797,CALCB,Vascular smooth muscle contraction
hsa04270,800,CALD1,Vascular smooth muscle contraction
hsa04270,4629,MYH11,Vascular smooth muscle contraction
hsa04270,10242,KCNMB2,Vascular smooth muscle contraction
hsa04270,3778,KCNMA1,Vascular smooth muscle contraction
hsa04270,3708,ITPR1,Vascular smooth muscle contraction
hsa04270,10203,CALCRL,Vascular smooth muscle contraction
hsa04270,51806,CALML5,Vascular smooth muscle contraction
hsa04270,27094,KCNMB3,Vascular smooth muscle contraction
hsa04270,387,RHOA,Vascular smooth muscle contraction
hsa04270,796,CALCA,Vascular smooth muscle contraction
hsa04270,3779,KCNMB1,Vascular smooth muscle contraction
hsa04270,10398,MYL9,Vascular smooth muscle contraction
hsa04270,27345,KCNMB4,Vascular smooth muscle contraction
hsa04270,4638,MYLK,Vascular smooth muscle contraction
hsa04270,5501,PPP1CC,Vascular smooth muscle contraction
hsa04270,2778,GNAS,Vascular smooth muscle contraction
hsa04270,4637,MYL6,Vascular smooth muscle contraction
hsa04310,7481,WNT11,Wnt signaling pathway
hsa04310,7473,WNT3,Wnt signaling pathway
hsa04310,7474,WNT5A,Wnt signaling pathway
hsa04310,4776,NFATC4,Wnt signaling pathway
hsa04310,815,CAMK2A,Wnt signaling pathway
hsa04310,8549,LGR5,Wnt signaling pathway
hsa04310,8840,CCN4,Wnt signaling pathway
hsa04310,387,RHOA,Wnt signaling pathway
hsa04310,3725,JUN,Wnt signaling pathway
hsa04310,7157,TP53,Wnt signaling pathway
hsa04310,7471,WNT1,Wnt signaling pathway
hsa04310,7472,WNT2,Wnt signaling pathway
hsa04310,7479,WNT8B,Wnt signaling pathway
hsa04310,51176,LEF1,Wnt signaling pathway
hsa04310,79816,TLE6,Wnt signaling pathway
hsa04310,7476,WNT7A,Wnt signaling pathway
hsa04310,27123,DKK2,Wnt signaling pathway
hsa04310,4089,SMAD4,Wnt signaling pathway
hsa04310,51384,WNT16,Wnt signaling pathway
hsa04310,57805,CCAR2,Wnt signaling pathway
hsa04310,7855,FZD5,Wnt signaling pathway
hsa04310,7482,WNT2B,Wnt signaling pathway
hsa04310,8324,FZD7,Wnt signaling pathway
hsa04310,2487,FRZB,Wnt signaling pathway
hsa04310,23500,DAAM2,Wnt signaling pathway
hsa04310,4772,NFATC1,Wnt signaling pathway
hsa04310,7475,WNT6,Wnt signaling pathway
hsa04310,81029,WNT5B,Wnt signaling pathway
hsa04310,27121,DKK4,Wnt signaling pathway
hsa04310,7480,WNT10B,Wnt signaling pathway
hsa04310,8326,FZD9,Wnt signaling pathway
hsa04310,4316,MMP7,Wnt signaling pathway
hsa04310,816,CAMK2B,Wnt signaling pathway
hsa04330,4855,NOTCH4,Notch signaling pathway
hsa04330,3955,LFNG,Notch signaling pathway
hsa04330,79816,TLE6,Notch signaling pathway
hsa04330,26508,HEYL,Notch signaling pathway
hsa04330,10683,DLL3,Notch signaling pathway
hsa04330,4854,NOTCH3,Notch signaling pathway
hsa04330,3714,JAG2,Notch signaling pathway
hsa04340,4036,LRP2,Hedgehog signaling pathway
hsa04340,1954,MEGF8,Hedgehog signaling pathway
hsa04340,2735,GLI1,Hedgehog signaling pathway
hsa04340,2736,GLI2,Hedgehog signaling pathway
hsa04340,3549,IHH,Hedgehog signaling pathway
hsa04340,64750,SMURF2,Hedgehog signaling pathway
hsa04340,50937,CDON,Hedgehog signaling pathway
hsa04350,7018,TF,TGF-beta signaling pathway
hsa04350,83729,INHBE,TGF-beta signaling pathway
hsa04350,4089,SMAD4,TGF-beta signaling pathway
hsa04350,64388,GREM2,TGF-beta signaling pathway
hsa04350,7043,TGFB3,TGF-beta signaling pathway
hsa04350,7124,TNF,TGF-beta signaling pathway
hsa04350,7036,TFR2,TGF-beta signaling pathway
hsa04350,656,BMP8B,TGF-beta signaling pathway
hsa04350,654,BMP6,TGF-beta signaling pathway
hsa04350,26585,GREM1,TGF-beta signaling pathway
hsa04350,1634,DCN,TGF-beta signaling pathway
hsa04350,387,RHOA,TGF-beta signaling pathway
hsa04350,4086,SMAD1,TGF-beta signaling pathway
hsa04350,269,AMHR2,TGF-beta signaling pathway
hsa04350,3624,INHBA,TGF-beta signaling pathway
hsa04350,3398,ID2,TGF-beta signaling pathway
hsa04350,3077,HFE,TGF-beta signaling pathway
hsa04350,5516,PPP2CB,TGF-beta signaling pathway
hsa04350,353500,BMP8A,TGF-beta signaling pathway
hsa04350,7044,LEFTY2,TGF-beta signaling pathway
hsa04350,4838,NODAL,TGF-beta signaling pathway
hsa04350,10468,FST,TGF-beta signaling pathway
hsa04350,3626,INHBC,TGF-beta signaling pathway
hsa04350,10637,LEFTY1,TGF-beta signaling pathway
hsa04350,64750,SMURF2,TGF-beta signaling pathway
hsa04350,655,BMP7,TGF-beta signaling pathway
hsa04350,7042,TGFB2,TGF-beta signaling pathway
hsa04350,3458,IFNG,TGF-beta signaling pathway
hsa04350,3625,INHBB,TGF-beta signaling pathway
hsa04350,268,AMH,TGF-beta signaling pathway
hsa04350,3547,IGSF1,TGF-beta signaling pathway
hsa04350,650,BMP2,TGF-beta signaling pathway
hsa04350,653,BMP5,TGF-beta signaling pathway
hsa04350,2331,FMOD,TGF-beta signaling pathway
hsa04350,2200,FBN1,TGF-beta signaling pathway
hsa04350,652,BMP4,TGF-beta signaling pathway
hsa04360,655,BMP7,Axon guidance
hsa04360,103910,MYL12B,Axon guidance
hsa04360,10398,MYL9,Axon guidance
hsa04360,387,RHOA,Axon guidance
hsa04360,7474,WNT5A,Axon guidance
hsa04360,2770,GNAI1,Axon guidance
hsa04360,10627,MYL12A,Axon guidance
hsa04360,4776,NFATC4,Axon guidance
hsa04360,1630,DCC,Axon guidance
hsa04360,5336,PLCG2,Axon guidance
hsa04360,6387,CXCL12,Axon guidance
hsa04360,816,CAMK2B,Axon guidance
hsa04360,81029,WNT5B,Axon guidance
hsa04360,2242,FES,Axon guidance
hsa04360,22885,ABLIM3,Axon guidance
hsa04360,815,CAMK2A,Axon guidance
hsa04370,3791,KDR,VEGF signaling pathway
hsa04370,5336,PLCG2,VEGF signaling pathway
hsa04370,6300,MAPK12,VEGF signaling pathway
hsa04370,5600,MAPK11,VEGF signaling pathway
hsa04371,10014,HDAC5,Apelin signaling pathway
hsa04371,4635,MYL4,Apelin signaling pathway
hsa04371,3991,LIPE,Apelin signaling pathway
hsa04371,2787,GNG5,Apelin signaling pathway
hsa04371,2770,GNAI1,Apelin signaling pathway
hsa04371,2784,GNB3,Apelin signaling pathway
hsa04371,4633,MYL2,Apelin signaling pathway
hsa04371,2791,GNG11,Apelin signaling pathway
hsa04371,2788,GNG7,Apelin signaling pathway
hsa04371,1490,CCN2,Apelin signaling pathway
hsa04371,4634,MYL3,Apelin signaling pathway
hsa04371,81631,MAP1LC3B,Apelin signaling pathway
hsa04371,51806,CALML5,Apelin signaling pathway
hsa04371,3708,ITPR1,Apelin signaling pathway
hsa04371,4854,NOTCH3,Apelin signaling pathway
hsa04371,51764,GNG13,Apelin signaling pathway
hsa04371,4089,SMAD4,Apelin signaling pathway
hsa04371,2785,GNG3,Apelin signaling pathway
hsa04371,187,APLNR,Apelin signaling pathway
hsa04371,4638,MYLK,Apelin signaling pathway
hsa04371,2782,GNB1,Apelin signaling pathway
hsa04371,6194,RPS6,Apelin signaling pathway
hsa04371,814,CAMK4,Apelin signaling pathway
hsa04371,22808,MRAS,Apelin signaling pathway
hsa04380,27035,NOX1,Osteoclast differentiation
hsa04380,23118,TAB2,Osteoclast differentiation
hsa04380,3552,IL1A,Osteoclast differentiation
hsa04380,8792,TNFRSF11A,Osteoclast differentiation
hsa04380,353514,LILRA5,Osteoclast differentiation
hsa04380,10859,LILRB1,Osteoclast differentiation
hsa04380,814,CAMK4,Osteoclast differentiation
hsa04380,4772,NFATC1,Osteoclast differentiation
hsa04380,4792,NFKBIA,Osteoclast differentiation
hsa04380,3708,ITPR1,Osteoclast differentiation
hsa04380,10379,IRF9,Osteoclast differentiation
hsa04380,3727,JUND,Osteoclast differentiation
hsa04380,79168,LILRA6,Osteoclast differentiation
hsa04380,5600,MAPK11,Osteoclast differentiation
hsa04380,2213,FCGR2B,Osteoclast differentiation
hsa04380,2354,FOSB,Osteoclast differentiation
hsa04380,3690,ITGB3,Osteoclast differentiation
hsa04380,8517,IKBKG,Osteoclast differentiation
hsa04380,7124,TNF,Osteoclast differentiation
hsa04380,11006,LILRB4,Osteoclast differentiation
hsa04380,2209,FCGR1A,Osteoclast differentiation
hsa04380,7042,TGFB2,Osteoclast differentiation
hsa04380,4982,TNFRSF11B,Osteoclast differentiation
hsa04380,3456,IFNB1,Osteoclast differentiation
hsa04380,9020,MAP3K14,Osteoclast differentiation
hsa04380,3725,JUN,Osteoclast differentiation
hsa04380,8600,TNFSF11,Osteoclast differentiation
hsa04380,11024,LILRA1,Osteoclast differentiation
hsa04380,3458,IFNG,Osteoclast differentiation
hsa04380,799,CALCR,Osteoclast differentiation
hsa04380,11027,LILRA2,Osteoclast differentiation
hsa04380,9103,FCGR2C,Osteoclast differentiation
hsa04380,5608,MAP2K6,Osteoclast differentiation
hsa04380,4689,NCF4,Osteoclast differentiation
hsa04380,6300,MAPK12,Osteoclast differentiation
hsa04380,3932,LCK,Osteoclast differentiation
hsa04380,2353,FOS,Osteoclast differentiation
hsa04380,5336,PLCG2,Osteoclast differentiation
hsa04380,23547,LILRA4,Osteoclast differentiation
hsa04380,3554,IL1R1,Osteoclast differentiation
hsa04380,54,ACP5,Osteoclast differentiation
hsa04380,10990,LILRB5,Osteoclast differentiation
hsa04382,51208,CLDN18,Cornified envelope formation
hsa04382,3856,KRT8,Cornified envelope formation
hsa04382,1830,DSG3,Cornified envelope formation
hsa04382,1823,DSC1,Cornified envelope formation
hsa04382,3852,KRT5,Cornified envelope formation
hsa04382,24146,CLDN15,Cornified envelope formation
hsa04382,1041,CDSN,Cornified envelope formation
hsa04382,9333,TGM5,Cornified envelope formation
hsa04382,1828,DSG1,Cornified envelope formation
hsa04382,5010,CLDN11,Cornified envelope formation
hsa04382,26239,LCE2B,Cornified envelope formation
hsa04382,2312,FLG,Cornified envelope formation
hsa04382,6280,S100A9,Cornified envelope formation
hsa04382,59344,ALOXE3,Cornified envelope formation
hsa04382,9074,CLDN6,Cornified envelope formation
hsa04382,5516,PPP2CB,Cornified envelope formation
hsa04382,7122,CLDN5,Cornified envelope formation
hsa04382,51099,ABHD5,Cornified envelope formation
hsa04382,7051,TGM1,Cornified envelope formation
hsa04382,3034,HAL,Cornified envelope formation
hsa04382,3713,IVL,Cornified envelope formation
hsa04382,242,ALOX12B,Cornified envelope formation
hsa04382,7053,TGM3,Cornified envelope formation
hsa04382,6282,S100A11,Cornified envelope formation
hsa04382,23562,CLDN14,Cornified envelope formation
hsa04390,7043,TGFB3,Hippo signaling pathway
hsa04390,654,BMP6,Hippo signaling pathway
hsa04390,7534,YWHAZ,Hippo signaling pathway
hsa04390,7482,WNT2B,Hippo signaling pathway
hsa04390,7480,WNT10B,Hippo signaling pathway
hsa04390,7474,WNT5A,Hippo signaling pathway
hsa04390,650,BMP2,Hippo signaling pathway
hsa04390,656,BMP8B,Hippo signaling pathway
hsa04390,7473,WNT3,Hippo signaling pathway
hsa04390,60,ACTB,Hippo signaling pathway
